"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","broker_name","input","property_url","listing_url"
"12","16950405","4008 Loma Riviera Cir, San Diego, CA 92110","32.755993","-117.22568","889000.0","USD","3.0","4.0","1716.0 sqft","","880300","5143","","","False","https://photos.zillowstatic.com/fp/8b3eeaec0cf5b5fe7c23dd1557397ef4-p_e.jpg","Townhouse for sale","First Team Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4008-Loma-Riviera-Cir-San-Diego-CA-92110/16950405_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"512","52513875","8552 La Jolla Shores Dr, La Jolla, CA 92037","32.862755","-117.25364","3999000.0","USD","3.0","4.0","2455.0 sqft","","3999021","12154","25","","False","https://photos.zillowstatic.com/fp/db55087f19aa31dd24045bdfdc621ee3-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8552-La-Jolla-Shores-Dr-La-Jolla-CA-92037/52513875_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"658","16823525","9950 Scripps Vista Way UNIT 128, San Diego, CA 92131","32.92552","-117.11275","734000.0","USD","3.0","2.0","1216.0 sqft","","734900","3150","16","","False","https://photos.zillowstatic.com/fp/18afce6063fd08ba98527097dab6bf6e-p_e.jpg","Townhouse for sale","Opendoor Brokerage Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/9950-Scripps-Vista-Way-UNIT-128-San-Diego-CA-92131/16823525_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"768","16842304","4135 Porte De Palmas UNIT 217, San Diego, CA 92122","32.860367","-117.224724","849900.0","USD","2.0","2.0","1004.0 sqft","","849906","3429","","","False","https://photos.zillowstatic.com/fp/6065b306d1ea4460004d9c055f1a00a2-p_e.jpg","Condo for sale","Discovery Property Group, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4135-Porte-De-Palmas-UNIT-217-San-Diego-CA-92122/16842304_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"33","16788821","8032 Kenova St, San Diego, CA 92126","32.909786","-117.1505","888000.0","USD","2.0","3.0","1316.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/22b78776dc89622f44d06930e3007bce-p_e.jpg","House for sale","RC Realty of San Diego","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8032-Kenova-St-San-Diego-CA-92126/16788821_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"236","16915842","5596 Caminito Jose, San Diego, CA 92111","32.81501","-117.17773","699900.0","USD","3.0","4.0","1384.0 sqft","","739900","4140","","","False","https://photos.zillowstatic.com/fp/22f4c5dcc15cb343fb113a24357a88ca-p_e.jpg","Townhouse for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5596-Caminito-Jose-San-Diego-CA-92111/16915842_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"244","119919444","702 Ash St UNIT 1002, San Diego, CA 92101","32.72028","-117.15791","479000.0","USD","1.0","1.0","797.0 sqft","","479959","2888","7","","False","https://photos.zillowstatic.com/fp/3bf5a900f6e3bbb0faf6101a5976ed36-p_e.jpg","Condo for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/702-Ash-St-UNIT-1002-San-Diego-CA-92101/119919444_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"608","79975696","1080 Park Blvd UNIT 809, San Diego, CA 92101","32.71639","-117.15412","399000.0","USD","1.0","0.0","472.0 sqft","","407653","2196","52","","False","https://photos.zillowstatic.com/fp/66129452f59666483de6eea56b7fdc8f-p_e.jpg","Condo for sale","The Nelson Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1080-Park-Blvd-UNIT-809-San-Diego-CA-92101/79975696_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"582","63776127","4860 Rolando Ct UNIT 48, San Diego, CA 92115","32.76754","-117.05816","369900.0","USD","1.0","1.0","573.0 sqft","","377300","2152","","","False","https://photos.zillowstatic.com/fp/b6216e356d0ed9d0a4d46fb505f9a61f-p_e.jpg","Condo for sale","360 Residential","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4860-Rolando-Ct-UNIT-48-San-Diego-CA-92115/63776127_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"31","16865173","5839 Bakewell St, San Diego, CA 92117","32.823734","-117.173775","1149000.0","USD","2.0","4.0","1900.0 sqft","","882000","4570","","","False","https://photos.zillowstatic.com/fp/88a64c13a5c69ef472e3287b51311593-p_e.jpg","House for sale","eXp Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5839-Bakewell-St-San-Diego-CA-92117/16865173_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"799","65238461","3550 Lebon Dr UNIT 6303, San Diego, CA 92122","32.86992","-117.22537","779000.0","USD","2.0","2.0","956.0 sqft","","779006","3422","44","","False","https://photos.zillowstatic.com/fp/5273d6716ce925777e027a2090a6ddec-p_e.jpg","Condo for sale","SunTrust Homes","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3550-Lebon-Dr-UNIT-6303-San-Diego-CA-92122/65238461_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"205","16957035","4335 Iowa St, San Diego, CA 92104","32.756138","-117.12623","795900.0","USD","1.0","2.0","800.0 sqft","","","3349","","","False","https://photos.zillowstatic.com/fp/74f23811565922d6dce1b1aa28365f24-p_e.jpg","House for sale","Big Block Realty, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4335-Iowa-St-San-Diego-CA-92104/16957035_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"129","63477361","14966 Avenida Venusto UNIT 69, San Diego, CA 92128","32.991695","-117.06947","565000.0","USD","2.0","2.0","1036.0 sqft","","","","5","","False","https://photos.zillowstatic.com/fp/141b140d15827b7203f45503ef02d523-p_e.jpg","Condo for sale","Windermere Homes & Estates","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/14966-Avenida-Venusto-UNIT-69-San-Diego-CA-92128/63477361_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"82","16950525","4309 Loma Riviera Ct, San Diego, CA 92110","32.756638","-117.22648","775000.0","USD","2.0","3.0","1400.0 sqft","","775007","3658","","","False","https://photos.zillowstatic.com/fp/0d179d8e3c44ed052f31e30f7fadeafd-p_e.jpg","Townhouse for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4309-Loma-Riviera-Ct-San-Diego-CA-92110/16950525_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"382","17066592","701 Kettner Blvd UNIT 44, San Diego, CA 92101","32.71334","-117.16868","719000.0","USD","2.0","2.0","1082.0 sqft","","719000","3900","","","False","https://photos.zillowstatic.com/fp/32ca443e87a8b5b6e17a5d80b2b0ccc7-p_e.jpg","Coming soon","Mark Hoppe, Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/701-Kettner-Blvd-UNIT-44-San-Diego-CA-92101/17066592_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"792","52515992","3550 Ruffin Rd UNIT 237, San Diego, CA 92123","32.80669","-117.12971","439000.0","USD","2.0","2.0","762.0 sqft","","442300","2495","11","","False","https://photos.zillowstatic.com/fp/1a9ee2263213cb6650addff40268925c-p_e.jpg","Condo for sale","McLain Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3550-Ruffin-Rd-UNIT-237-San-Diego-CA-92123/52515992_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"304","2067362984","0 Spring Canyon Rd #35, San Diego, CA 92131","32.922554","-117.073204","175000.0","USD","","","","","","2996","625","","False","https://photos.zillowstatic.com/fp/2395486477a854865318a7a5fd2c5f1f-p_e.jpg","Lot / Land for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/0-Spring-Canyon-Rd-35-San-Diego-CA-92131/2067362984_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"622","17201291","17161 Alva Rd UNIT 3114, San Diego, CA 92127","33.02826","-117.10503","600000.0","USD","2.0","2.0","899.0 sqft","","614400","2799","31","","False","https://photos.zillowstatic.com/fp/57cbdb83a3eda2e5dfcbc87cc0b9c016-p_e.jpg","Condo for sale","Nightingale Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17161-Alva-Rd-UNIT-3114-San-Diego-CA-92127/17201291_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"641","16909238","4767 Ocean Blvd UNIT 303, San Diego, CA 92109","32.80087","-117.25772","1679000.0","USD","2.0","2.0","1191.0 sqft","","1679001","4638","17","","False","https://photos.zillowstatic.com/fp/93a853b18a477ccdfe39dd156206d9bf-p_e.jpg","Condo for sale","Penny Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4767-Ocean-Blvd-UNIT-303-San-Diego-CA-92109/16909238_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"209","16854233","5459 Northridge Ct, San Diego, CA 92117","32.8426","-117.17631","825000.0","USD","2.0","3.0","1114.0 sqft","","876300","3880","","","False","https://photos.zillowstatic.com/fp/abd7be1c8aa80d37f2fac5ccfefa2bac-p_e.jpg","House for sale","The Don Pelletier Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5459-Northridge-Ct-San-Diego-CA-92117/16854233_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"541","108870160","15623 Via Santa Pradera, San Diego, CA 92131","32.93339","-117.01286","3390000.0","USD","6.0","5.0","4968.0 sqft","","3294084","10993","68","","False","https://photos.zillowstatic.com/fp/88ffe0235d8cf6e6b8a6100ba001b38d-p_e.jpg","House for sale","Realty One","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/15623-Via-Santa-Pradera-San-Diego-CA-92131/108870160_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"458","120290025","15868 Babcock St, San Diego, CA 92127","33.01759","-117.13011","1399000.0","USD","3.0","3.0","1940.0 sqft","","1374700","4541","","","False","https://photos.zillowstatic.com/fp/fac11fe418cec4db89146e86ced39a21-p_e.jpg","House for sale","EpicPoint Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/15868-Babcock-St-San-Diego-CA-92127/120290025_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"105","17129949","5782 Cumberland St, San Diego, CA 92139","32.674644","-117.065865","599000.0","USD","2.0","3.0","1639.0 sqft","","","","15","","False","https://photos.zillowstatic.com/fp/d04e5c782896b64f296bcc109f0255b9-p_e.jpg","House for sale","San Diego Estates","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5782-Cumberland-St-San-Diego-CA-92139/17129949_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"10","16787693","8488 New Salem St UNIT 68, San Diego, CA 92126","32.91631","-117.14082","565000.0","USD","2.0","2.0","866.0 sqft","","536100","2799","","","False","https://photos.zillowstatic.com/fp/10558fbbcb4ce25e5dd2330a2e36f42e-p_e.jpg","Condo for sale","Petrone Properties, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8488-New-Salem-St-UNIT-68-San-Diego-CA-92126/16787693_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"695","16856422","6101 La Jolla Mesa Dr, La Jolla, CA 92037","32.8259","-117.25859","4995000.0","USD","6.0","6.0","4866.0 sqft","","4687319","18106","","","False","https://photos.zillowstatic.com/fp/5f44a6a40e32e8569724bb820d9a405e-p_e.jpg","House for sale","Willis Allen Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6101-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856422_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"436","17066254","2233 5th Ave, San Diego, CA 92101","32.728672","-117.159966","949900.0","USD","3.0","2.0","1318.0 sqft","","949905","4073","","","False","https://photos.zillowstatic.com/fp/4eb33c7c0b7500cf883365c28fedb613-p_e.jpg","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2233-5th-Ave-San-Diego-CA-92101/17066254_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"180","16773798","13163 Russet Leaf Ln, San Diego, CA 92129","32.95829","-117.144455","1200000.0","USD","3.0","3.0","1850.0 sqft","","1214200","4200","","","False","https://photos.zillowstatic.com/fp/b40aa2bd6923cceb37f0bbf6b3849e19-p_e.jpg","House for sale","Serv Corp.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13163-Russet-Leaf-Ln-San-Diego-CA-92129/16773798_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"385","16952424","4384 Arcadia Dr, San Diego, CA 92103","32.757694","-117.17343","2175000.0","USD","3.0","4.0","2953.0 sqft","","2175010","8684","","","False","https://photos.zillowstatic.com/fp/a57f89f4672d612f533dbcbe924ecd89-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4384-Arcadia-Dr-San-Diego-CA-92103/16952424_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"342","16848594","333 Coast Blvd UNIT 15, La Jolla, CA 92037","32.841316","-117.280685","1800000.0","USD","2.0","2.0","1202.0 sqft","","1800007","7128","4","","False","https://photos.zillowstatic.com/fp/837bf4c2cb0d24105f87d50a7ebb8b99-p_e.jpg","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/333-Coast-Blvd-UNIT-15-La-Jolla-CA-92037/16848594_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"576","64560709","1225 Island Ave UNIT 211, San Diego, CA 92101","32.71001","-117.1534","475000.0","USD","1.0","1.0","667.0 sqft","","479200","2568","14","","False","https://photos.zillowstatic.com/fp/cbce8929a33fb8fc875b08498edfa098-p_e.jpg","Condo for sale","New Leaf Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1225-Island-Ave-UNIT-211-San-Diego-CA-92101/64560709_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"735","17068074","515 17th St, San Diego, CA 92101","32.710686","-117.14834","799990.0","USD","1.0","3.0","844.0 sqft","","680900","2900","196","","False","https://photos.zillowstatic.com/fp/ceff75be8cd21e318909ce27335ae0db-p_e.jpg","House for sale","Elisabeth English Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/515-17th-St-San-Diego-CA-92101/17068074_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"578","17066767","850 State St UNIT 225, San Diego, CA 92101","32.714104","-117.16705","469000.0","USD","1.0","1.0","665.0 sqft","","472782","2999","39","","False","https://photos.zillowstatic.com/fp/a99efa373e221d47eeb45160156c4132-p_e.jpg","Condo for sale","Hill & Hill Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/850-State-St-UNIT-225-San-Diego-CA-92101/17066767_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"37","16982481","6421 E Lake Dr, San Diego, CA 92119","32.798492","-117.006256","799900.0","USD","2.0","3.0","1072.0 sqft","","726300","3229","1","","False","https://photos.zillowstatic.com/fp/ac2ebdf8473c57da7f840b776c3da6a9-p_e.jpg","House for sale","eXp Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6421-E-Lake-Dr-San-Diego-CA-92119/16982481_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"396","16931880","3084 Marathon Dr, San Diego, CA 92123","32.80003","-117.12647","1299000.0","USD","3.0","5.0","2340.0 sqft","","1303100","5496","8","","False","https://photos.zillowstatic.com/fp/4f3a85a10ec793e3dc7b4e590520f883-p_e.jpg","House for sale","Premiere Homes","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3084-Marathon-Dr-San-Diego-CA-92123/16931880_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"515","16868743","7705 Volclay Dr, San Diego, CA 92119","32.814754","-117.04459","1038000.0","USD","2.0","4.0","1789.0 sqft","","1020200","4043","","","False","https://photos.zillowstatic.com/fp/b4a0c8c1903c93fbe8d6c8ee64c4200c-p_e.jpg","House for sale","Opendoor Brokerage Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7705-Volclay-Dr-San-Diego-CA-92119/16868743_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"279","69018667","13253 Evening Sky Ct, San Diego, CA 92130","32.9592","-117.213326","2999000.0","USD","5.0","5.0","3922.0 sqft","","2905900","9968","","","False","https://photos.zillowstatic.com/fp/fe2a9cda3810bd07cb26750993355e1d-p_e.jpg","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13253-Evening-Sky-Ct-San-Diego-CA-92130/69018667_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"250","16949194","4673 35th St, San Diego, CA 92116","32.762585","-117.116974","925000.0","USD","2.0","3.0","975.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/dba07f6a4fdcdc485fa76616e240cb45-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4673-35th-St-San-Diego-CA-92116/16949194_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"439","17076339","1905 33rd St, San Diego, CA 92102","32.725666","-117.12335","1500000.0","USD","3.0","4.0","1568.0 sqft","","1500005","4570","","","False","https://photos.zillowstatic.com/fp/78aa7ffa968299207bb4cb10de048666-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1905-33rd-St-San-Diego-CA-92102/17076339_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"732","2060228729","500 W Harbor Dr W #912, San Diego, CA 92101","32.71093","-117.16629","1076000.0","USD","2.0","2.0","1273.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/72ca7b429a99407bcb8596f3a8567d94-p_e.jpg","Condo for sale","Urban Pacific San Diego Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/500-W-Harbor-Dr-W-912-San-Diego-CA-92101/2060228729_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"704","16824645","11589 Wannacut Pl, San Diego, CA 92131","32.930504","-117.08446","2080000.0","USD","3.0","5.0","3165.0 sqft","","","5499","18","","False","https://photos.zillowstatic.com/fp/228b68b5251358f97e2ea1101adf45bd-p_e.jpg","House for sale","M N M Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/11589-Wannacut-Pl-San-Diego-CA-92131/16824645_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"249","82927158","3340 Del Sol Blvd SPACE 227, San Diego, CA 92154","32.576115","-117.05981","170000.0","USD","2.0","2.0","1740.0 sqft","","175100","2929","","","False","https://photos.zillowstatic.com/fp/bd524845b9e654e4445727627d35a3dd-p_e.jpg","Home for sale","RE/MAX Liberty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3340-Del-Sol-Blvd-SPACE-227-San-Diego-CA-92154/82927158_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"579","99599151","7848 Doug Hl, San Diego, CA 92127","32.989376","-117.15654","5749000.0","USD","5.0","5.0","4677.0 sqft","","5589300","13229","11","","False","https://photos.zillowstatic.com/fp/b8e1690cc619aad1bddf490cbc7d6a2c-p_e.jpg","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7848-Doug-Hl-San-Diego-CA-92127/99599151_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"765","16971520","666 Upas St UNIT 505, San Diego, CA 92103","32.741287","-117.158806","1300000.0","USD","2.0","3.0","1768.0 sqft","","1300008","4497","17","","False","https://photos.zillowstatic.com/fp/9fa7c3a10e0d456e31c52df06c301f03-p_e.jpg","Condo for sale","JP Equity Real Estate Corp.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/666-Upas-St-UNIT-505-San-Diego-CA-92103/16971520_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"499","16969365","3152-54 Horton Ave, San Diego, CA 92103","32.73788","-117.17242","2200000.0","USD","5.0","5.0","3350.0 sqft","","2173900","3936","","","False","https://photos.zillowstatic.com/fp/a0f4ae3e2879ea110d8ab21577ff6c1b-p_e.jpg","Multi-family home for sale","Pacific View Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3152-54-Horton-Ave-San-Diego-CA-92103/16969365_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"464","16855610","5663 Abalone Pl, La Jolla, CA 92037","32.814945","-117.272156","5600000.0","USD","4.0","3.0","2778.0 sqft","","5572000","18517","37","","False","https://photos.zillowstatic.com/fp/b2c1825c0023cf8abaa23b1e6bb685cb-p_e.jpg","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5663-Abalone-Pl-La-Jolla-CA-92037/16855610_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"524","16840532","8437 Via Mallorca UNIT 86, La Jolla, CA 92037","32.85953","-117.23345","849000.0","USD","3.0","2.0","1074.0 sqft","","853353","3491","","","False","https://photos.zillowstatic.com/fp/9e4559a759d540bc08c22baf02347ffd-p_e.jpg","Townhouse for sale","Keller Williams La Jolla","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8437-Via-Mallorca-UNIT-86-La-Jolla-CA-92037/16840532_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"36","17093925","5088 Palin St, San Diego, CA 92113","32.695545","-117.08568","749000.0","USD","2.0","4.0","1560.0 sqft","","597900","3499","","","False","https://photos.zillowstatic.com/fp/3f48ae5fcfef354d4b0b5b0f01f8417f-p_e.jpg","House for sale","Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5088-Palin-St-San-Diego-CA-92113/17093925_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"516","16743054","12439 Meandro Rd, San Diego, CA 92128","32.99536","-117.07377","675000.0","USD","2.0","2.0","1358.0 sqft","","687200","3294","","","False","https://photos.zillowstatic.com/fp/34ee0a1f271f0116223a8aa3aed66ddd-p_e.jpg","Condo for sale","Select California Homes","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12439-Meandro-Rd-San-Diego-CA-92128/16743054_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"536","16948154","4037 S Hempstead Cir, San Diego, CA 92116","32.770336","-117.11002","1259000.0","USD","2.0","2.0","1359.0 sqft","","1259002","3569","40","","False","https://photos.zillowstatic.com/fp/e6821c00d0ddafd6e94217451345928f-p_e.jpg","House for sale","Tristani Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4037-S-Hempstead-Cir-San-Diego-CA-92116/16948154_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"163","17004043","4172 Landis St, San Diego, CA 92105","32.746094","-117.105","559000.0","USD","1.0","2.0","541.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/b45addd8e408eee7ccd093cef095843a-p_e.jpg","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4172-Landis-St-San-Diego-CA-92105/17004043_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"349","333879249","4046 Cherokee Ave, San Diego, CA 92104","32.75057","-117.11469","579000.0","USD","1.0","2.0","621.0 sqft","","","","","","False","https://photos.zillowstatic.com/fp/3d2a8d26cb39a57f1e699ef325a233a9-p_e.jpg","House for sale","ScottWay Capital","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4046-Cherokee-Ave-San-Diego-CA-92104/333879249_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"113","52511764","4655 Vereda Luz Del Sol, San Diego, CA 92130","32.915394","-117.2157","1945000.0","USD","3.0","4.0","2683.0 sqft","","1894000","5997","","","False","https://photos.zillowstatic.com/fp/a8ce7233c5c7441d3118f7b9f5c9facd-p_e.jpg","House for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4655-Vereda-Luz-Del-Sol-San-Diego-CA-92130/52511764_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"523","337888909","2875 B St, San Diego, CA 92102","32.71767","-117.13222","1050000.0","USD","4.0","3.0","1769.0 sqft","","","","162","","False","https://photos.zillowstatic.com/fp/2c4c88e7c319bfeab30519eb578006a9-p_e.jpg","Condo for sale","Fit Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2875-B-St-San-Diego-CA-92102/337888909_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"168","16854891","6106 Camino De La Costa, La Jolla, CA 92037","32.82018","-117.27791","16800000.0","USD","5.0","3.0","5674.0 sqft","","15923000","51122","54","","False","https://photos.zillowstatic.com/fp/324b08a60555fabc5c024a9e02d8600d-p_e.jpg","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6106-Camino-De-La-Costa-La-Jolla-CA-92037/16854891_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"64","16946346","2524 Collier Ave, San Diego, CA 92116","32.7651","-117.13662","1390000.0","USD","3.0","6.0","3072.0 sqft","","1509100","6258","","","False","https://photos.zillowstatic.com/fp/817e1ed6f816c96caf0bf987a10be6ce-p_e.jpg","House for sale","eXp Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2524-Collier-Ave-San-Diego-CA-92116/16946346_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"326","17167286","750 Twining Ave, San Diego, CA 92154","32.582493","-117.04571","829000.0","USD","3.0","5.0","2196.0 sqft","","840000","4054","","","False","https://photos.zillowstatic.com/fp/d36959647c2d7f2928c21e151af10ec4-p_e.jpg","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/750-Twining-Ave-San-Diego-CA-92154/17167286_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"623","16935783","2516 Deerpark Dr, San Diego, CA 92110","32.787216","-117.190384","2100000.0","USD","4.0","6.0","2922.0 sqft","","","","33","","False","https://photos.zillowstatic.com/fp/ffc8bd69c75c39cb88f9ca0b095072df-p_e.jpg","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2516-Deerpark-Dr-San-Diego-CA-92110/16935783_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
